,symbol,name,price_btc,price_usd,percent_change_1h,percent_change_7d,volume_usd_24h,market_cap_usd,max_supply,available_supply,total_supply
1443,MAVRO,Mavro,0.00000985,0.11099,-0.35,-33.33,109.718,,,,15005722.0
1444,RUNNERS,Runners,0.00000007,0.000788761,1.73,15.58,106.389,,,,
1445,FBL,Faceblock,0.00000047,0.00531411,-0.89,-80.28,97.7796,,,,10000000.0
1446,LAZ,Lazaruscoin,0.00000013,0.00146484,-0.34,11.03,84.1021,,,,
1447,EUSD,eUSD,0.00000009,0.00106282,-0.94,-38.79,79.7116,,,,324459463.0
1448,KASHH,KashhCoin,0.00000001,0.00011268,-0.32,-2.22,69.8617,,,,
1449,EGG,EggCoin,0.00000397,0.044734,-0.35,14.64,68.9907,,,,
1450,REGA,Regacoin,0.00000035,0.00394381,-2.73,-24.32,67.1054,,,,42402552.0
1451,X2,X2,0.00000004,0.000450721,-0.35,30.35,62.0622,,,,
1452,TEAM,TeamUp,0.00000003,0.000338041,-0.35,41.16,60.4206,,,,301004896.0
1453,QORA,Qora,0.00002081,0.234483,-0.35,4.26,55.5597,,,,10000000000.0
1454,TCR,TheCreed,0.00000006,0.000676081,2.5,15.8,55.2391,,,,
1455,MBL,MobileCash,0.00000005,0.000563401,-0.32,,49.4227,,,,1068669648.0
1456,FC,Facecoin,0.00000217,0.0244449,-0.89,-2.13,47.827,,,,20000000.0
1457,LTH,LAthaan,0.00000010,0.0011268,-0.32,111.28,40.5072,,,,
1458,XVE,The Vegan Initiative,0.00000013,0.00146484,43.94,3.67,39.1388,,,,
1459,CYC,Cycling Coin,0.00000019,0.00214092,-0.32,0.65,32.782,,,,
1460,XAU,Xaucoin,0.00000550,0.0619741,-0.32,0.03,31.6703,,,,
1461,AXIOM,Axiom,0.00000143,0.0161133,-0.35,-2.19,28.0958,,,,
1462,LKC,LinkedCoin,0.00000005,0.000563401,-0.34,22.62,27.4803,,,,
1463,MONETA,Moneta,0.00000008,0.000901441,-0.35,15.75,22.5359,,,,
1464,SNAKE,SnakeEyes,0.00000270,0.0304663,0.26,,21.7529,,,,10000000.0
1465,LEPEN,LePen,0.00000002,0.00022536,-0.35,86.81,17.5781,,,,
1466,SPORT,SportsCoin,0.00000016,0.00180288,-0.35,-7.34,14.5597,,,,19800001.0
1467,ELTC2,eLTC,0.00000005,0.000563295,-0.94,-39.76,12.7539,,,,84000000.0
1468,VOYA,Voyacoin,0.00010821,1.21931,-0.35,-5.9,12.5045,,,,
1469,PSY,Psilocybin,0.00000350,0.0394381,-0.35,0.64,11.1856,,,,
1470,IPY,Infinity Pay,0.00000042,0.00467641,-0.94,6.52,10.6282,,,,8000000.0
1471,XDE2,XDE II,0.00047754,5.38093,-0.35,-15.1,10.4856,,,,42249.0
1472,GML,GameLeagueCoin,0.00000129,0.0145357,-3.35,62.46,9.22637,,,,
1473,FRWC,FrankyWillCoin,0.00000038,0.00428185,-0.32,31.47,7.37537,,100000000.0,,
1474,DISK,DarkLisk,0.00000021,0.00236628,-0.32,-10.72,7.04589,,,,17888425.0
1475,DCRE,DeltaCredits,0.00001816,0.204627,-0.35,10.39,6.63957,,,,
1476,UTA,UtaCoin,0.00000010,0.0011268,-4.44,-36.84,4.74519,,,,
1477,FUTC,FutCoin,0.00000017,0.00191556,-0.35,,4.70902,,,,
1478,HYPER,Hyper,0.00001435,0.161696,-0.35,20.24,1.12894,,,,
1479,MONEY,MoneyCoin,0.00000002,0.00022536,-0.35,42.55,1.12793,,,,
1480,IVZ,InvisibleCoin,0.00005038,0.573832,,33.89,,,,,
1481,OP,Operand,0.00000021,0.00239192,,48.27,,,,,36309296.0
1482,OMC,Omicron,0.00001588,0.17671,,6.67,,,,,10140044.0
1483,RHFC,RHFCoin,0.00000009,0.00102511,,-0.92,,,,,190008300.0
1484,GUC,GoldUnionCoin,0.00000540,0.0610656,-0.0,-3.12,,,,,210000000.0
1485,FID,BITFID,0.00000224,0.0254352,,-63.95,,,,,
1486,LLT,LLToken,0.00014577,1.60444,,1123.32,,,,,1000000000.0
1487,WC,WINCOIN,0.0001158,1.34222,,,,,,,500948015.0
1488,OCOW,OCOW,0.000000001,0.0000166381,,,,,,,
1489,GBRC,Global Business Revolution,0.00000013,0.00169411,,10.38,,,,,900096049.0
1490,BT1,BT1 [CST],1.27928,18273.0,,,,,,,
1491,ENT,ENTCash,0.00001056,0.150869,,,,,1600000000.0,,600000000.0
1492,KMC,KemCredit,,,,,,,,,10000000.0
1493,ZIL,Zilliqa,,,,,,,,,12600000000.0
